date,total_pc,index_pc,etp_pc,equity_pc,vix
2009-05-12,0.86,1.35,1.19,0.67,31.8
2009-05-13,0.87,1.16,1.23,0.67,33.65
2009-05-14,0.87,1.2,1.21,0.62,31.37
2009-05-15,0.8,0.97,1.23,0.63,33.12
2009-05-18,0.77,1.62,1.08,0.55,30.24
2009-05-19,0.81,0.95,1.31,0.62,28.8
2009-05-20,0.85,1.12,1.3,0.63,29.03
2009-05-21,0.97,1.09,1.34,0.8,31.35
2009-05-22,0.8,1.01,1.27,0.63,32.63
2009-05-26,0.72,1.03,1.18,0.54,30.62
2009-05-27,0.86,0.88,1.3,0.71,32.36
2009-05-28,0.76,1.51,0.83,0.61,31.67
2009-05-29,0.77,1.11,1.0,0.63,28.92
2009-06-01,0.77,1.17,1.18,0.56,30.04
2009-06-02,0.84,1.4,1.15,0.63,29.63
2009-06-03,0.96,1.55,1.12,0.76,31.02
2009-06-04,0.88,1.52,1.44,0.63,30.18
2009-06-05,0.81,1.16,1.23,0.6,29.62
2009-06-08,0.93,1.17,1.42,0.75,29.77
2009-06-09,0.87,1.39,1.22,0.66,28.27
2009-06-10,0.87,1.28,1.0,0.72,28.46
2009-06-11,0.77,1.2,1.17,0.55,28.11
2009-06-12,0.87,1.3,1.3,0.65,28.15
2009-06-15,0.81,1.15,1.15,0.6,30.81
2009-06-16,1.01,1.24,1.32,0.8,32.68
2009-06-17,1.14,1.73,1.47,0.89,31.54
2009-06-18,0.93,1.17,1.15,0.77,30.03
2009-06-19,0.86,1.0,1.41,0.65,27.99
2009-06-22,0.94,1.12,1.49,0.72,31.17
2009-06-23,1.0,1.32,1.55,0.77,30.58
2009-06-24,0.86,1.17,1.35,0.62,29.05
2009-06-25,0.9,0.96,1.28,0.75,26.36
2009-06-26,0.82,0.7,1.36,0.71,25.93
2009-06-29,0.78,0.81,0.88,0.72,25.35
2009-06-30,1.07,1.36,1.36,0.83,26.35
2009-07-01,0.8,0.95,0.79,0.73,26.22
2009-07-02,1.06,1.3,1.75,0.72,27.95
2009-07-06,0.87,0.9,1.24,0.73,29.0
2009-07-07,1.01,0.9,1.56,0.86,30.85
2009-07-08,1.04,1.06,1.43,0.86,31.3
2009-07-09,1.07,0.99,1.87,0.79,29.78
2009-07-10,1.07,1.06,1.84,0.77,29.02
2009-07-13,0.83,1.01,1.01,0.69,26.31
2009-07-14,0.84,1.28,0.69,0.77,25.02
2009-07-15,0.77,0.86,1.06,0.61,25.89
2009-07-16,0.75,0.96,0.96,0.61,25.42
2009-07-17,0.73,1.27,1.1,0.57,24.34
2009-07-20,0.7,0.77,1.11,0.6,24.4
2009-07-21,0.8,1.32,1.32,0.61,23.87
2009-07-22,0.98,2.21,1.23,0.68,23.47
2009-07-23,0.88,1.29,1.24,0.66,23.43
2009-07-24,0.93,1.12,1.38,0.78,23.09
2009-07-27,0.79,1.41,1.38,0.54,24.28
2009-07-28,0.81,1.26,1.13,0.64,25.01
2009-07-29,0.92,1.24,1.74,0.62,25.61
2009-07-30,0.67,1.22,0.94,0.51,25.4
2009-07-31,0.84,1.2,1.29,0.65,25.92
2009-08-03,0.76,1.19,1.0,0.62,25.56
2009-08-04,0.81,0.99,1.49,0.58,24.89
2009-08-05,0.74,1.71,1.22,0.52,24.9
2009-08-06,0.91,1.12,1.85,0.66,25.67
2009-08-07,0.73,1.45,1.29,0.49,24.76
2009-08-10,0.76,1.1,1.4,0.56,24.99
2009-08-11,0.77,0.91,1.24,0.64,25.99
2009-08-12,0.92,1.36,1.84,0.6,25.45
2009-08-13,0.78,1.01,1.79,0.51,24.71
2009-08-14,0.95,1.31,1.88,0.59,24.27
2009-08-17,0.99,1.25,1.51,0.71,27.89
2009-08-18,0.93,1.33,1.54,0.63,26.18
2009-08-19,0.97,1.65,1.45,0.62,26.26
2009-08-20,0.71,0.94,1.2,0.5,25.09
2009-08-21,0.59,1.12,0.92,0.39,25.01
2009-08-24,0.73,1.43,1.24,0.52,25.14
2009-08-25,0.81,1.05,1.39,0.59,24.92
2009-08-26,1.04,1.87,2.19,0.64,24.95
2009-08-27,0.81,1.27,1.38,0.59,24.68
2009-08-28,0.76,1.03,1.37,0.58,24.76
2009-08-31,0.89,1.51,1.45,0.63,26.01
2009-09-01,0.93,1.03,1.54,0.69,29.15
2009-09-02,0.92,1.1,1.43,0.69,28.9
2009-09-03,0.93,1.2,1.7,0.6,27.1
2009-09-04,0.89,1.17,1.44,0.59,25.26
2009-09-08,0.79,1.35,1.09,0.59,25.62
2009-09-09,0.86,1.51,1.18,0.54,24.32
2009-09-10,0.9,1.62,1.24,0.61,23.55
2009-09-11,0.88,1.37,1.16,0.61,24.15
2009-09-14,0.8,1.31,1.37,0.55,23.86
2009-09-15,0.76,1.15,1.22,0.56,23.42
2009-09-16,0.66,1.06,0.91,0.46,23.69
2009-09-17,0.78,1.09,1.46,0.53,23.65
2009-09-18,0.86,1.79,1.47,0.56,23.92
2009-09-21,0.74,1.23,0.75,0.64,24.06
2009-09-22,0.76,1.43,1.25,0.55,23.08
2009-09-23,0.89,1.6,1.82,0.6,23.49
2009-09-24,0.99,1.55,1.42,0.71,24.95
2009-09-25,0.96,1.94,1.5,0.58,25.61
2009-09-28,1.0,2.34,1.93,0.6,24.88
2009-09-29,0.86,1.29,1.36,0.61,25.19
2009-09-30,1.11,1.58,2.01,0.73,25.61
2009-10-01,0.97,1.12,1.39,0.73,28.27
2009-10-02,1.11,1.63,1.51,0.85,28.68
2009-10-05,0.8,1.08,1.5,0.56,26.84
2009-10-06,0.77,1.37,1.46,0.48,25.7
2009-10-07,0.78,1.37,1.39,0.51,24.68
2009-10-08,0.72,0.98,1.17,0.53,24.18
2009-10-09,0.79,1.64,1.15,0.55,23.12
2009-10-12,0.82,1.51,1.2,0.56,23.01
2009-10-13,0.81,1.4,1.2,0.56,22.99
2009-10-14,0.69,1.17,0.9,0.47,22.86
2009-10-15,0.69,1.04,1.25,0.46,21.72
2009-10-16,0.76,1.74,0.99,0.54,21.43
2009-10-19,0.9,1.84,1.52,0.61,21.49
2009-10-20,0.91,1.44,1.49,0.67,20.9
2009-10-21,0.94,1.99,1.99,0.55,22.22
2009-10-22,0.81,1.11,1.26,0.6,20.69
2009-10-23,0.85,1.25,1.29,0.64,22.27
2009-10-26,0.88,1.47,1.24,0.65,24.31
2009-10-27,1.01,2.2,1.48,0.62,24.83
2009-10-28,1.1,1.67,1.94,0.69,27.91
2009-10-29,0.84,1.31,1.45,0.53,24.76
2009-10-30,1.21,1.68,1.82,0.8,30.69
2009-11-02,1.03,1.23,1.44,0.79,29.78
2009-11-03,0.93,1.87,1.0,0.69,28.81
2009-11-04,0.82,1.3,1.07,0.57,27.72
2009-11-05,0.88,1.7,1.0,0.64,25.43
2009-11-06,1.03,1.79,1.36,0.64,24.19
2009-11-09,0.87,1.35,1.56,0.53,23.15
2009-11-10,0.83,1.46,1.09,0.57,22.84
2009-11-11,0.89,2.1,1.03,0.51,23.04
2009-11-12,0.85,1.33,0.95,0.58,24.24
2009-11-13,1.01,2.39,1.07,0.62,23.36
2009-11-16,0.84,1.28,1.12,0.56,22.89
2009-11-17,0.88,1.49,1.17,0.66,22.41
2009-11-18,0.83,1.34,1.04,0.59,21.63
2009-11-19,0.99,1.35,1.19,0.73,22.63
2009-11-20,0.91,1.69,1.08,0.66,22.19
2009-11-23,0.67,0.81,0.88,0.55,21.16
2009-11-24,0.88,1.16,1.5,0.64,20.47
2009-11-25,0.84,1.08,1.2,0.61,20.48
2009-11-27,1.05,1.66,1.09,0.77,24.85
2009-11-30,1.04,1.63,1.2,0.77,24.51
2009-12-01,0.85,1.53,1.13,0.56,21.92
2009-12-02,0.87,1.93,1.11,0.55,21.12
2009-12-03,0.67,0.49,1.26,0.61,22.46
2009-12-04,0.84,1.37,0.91,0.66,21.25
2009-12-07,0.89,1.56,1.22,0.65,22.1
2009-12-08,0.89,1.36,1.17,0.63,23.69
2009-12-09,0.95,1.53,1.55,0.56,22.66
2009-12-10,0.88,1.48,1.2,0.6,22.32
2009-12-11,0.89,1.26,1.46,0.6,21.59
2009-12-14,0.87,1.29,1.39,0.61,21.15
2009-12-15,0.75,0.89,1.28,0.58,21.49
2009-12-16,0.87,1.38,0.91,0.65,20.54
2009-12-17,0.89,0.96,1.34,0.67,22.51
2009-12-18,0.95,1.44,1.38,0.67,21.68
2009-12-21,0.62,1.33,0.62,0.5,20.49
2009-12-22,0.6,1.57,0.36,0.65,19.54
2009-12-23,0.81,1.27,1.21,0.59,19.71
2009-12-24,0.7,1.58,0.96,0.49,19.47
2009-12-28,0.77,1.48,1.16,0.53,19.93
2009-12-29,0.9,1.86,1.13,0.59,20.01
2009-12-30,0.77,0.88,1.13,0.59,19.96
2009-12-31,0.9,1.72,1.11,0.59,21.68
2010-01-04,0.68,1.17,0.98,0.48,20.04
2010-01-05,0.71,1.26,0.84,0.55,19.35
2010-01-06,0.69,1.31,0.85,0.5,19.16
2010-01-07,0.7,1.09,1.4,0.48,19.06
2010-01-08,0.64,0.95,1.06,0.46,18.13
2010-01-11,0.67,1.06,1.0,0.46,17.55
2010-01-12,0.8,1.26,1.09,0.58,18.25
2010-01-13,0.81,0.98,1.51,0.55,17.85
2010-01-14,0.75,1.2,1.15,0.53,17.63
2010-01-15,0.82,1.59,1.16,0.58,17.91
2010-01-19,0.73,0.95,1.05,0.56,17.58
2010-01-20,0.94,1.51,1.25,0.66,18.68
2010-01-21,0.93,1.17,1.46,0.7,22.27
2010-01-22,1.07,1.14,1.85,0.75,27.31
2010-01-25,0.98,1.62,1.33,0.64,25.41
2010-01-26,0.84,1.11,1.23,0.65,24.55
2010-01-27,0.95,1.02,1.54,0.67,23.14
2010-01-28,0.8,1.06,0.97,0.65,23.73
2010-01-29,0.99,1.48,1.39,0.73,24.62
2010-02-01,0.74,0.82,0.98,0.58,22.59
2010-02-02,0.86,1.39,1.22,0.58,21.48
2010-02-03,0.84,1.2,1.19,0.64,21.6
2010-02-04,1.06,1.12,1.8,0.78,26.08
2010-02-05,1.22,1.47,1.84,0.78,26.11
2010-02-08,0.99,1.24,1.53,0.7,26.51
2010-02-09,0.98,0.99,1.65,0.71,26.0
2010-02-10,0.94,1.25,1.54,0.63,25.4
2010-02-11,0.88,0.59,1.89,0.73,23.96
2010-02-12,0.9,1.1,1.58,0.61,22.73
2010-02-16,0.88,1.23,1.14,0.63,22.25
2010-02-17,0.92,1.2,1.3,0.61,21.72
2010-02-18,0.78,0.91,0.86,0.67,20.63
2010-02-19,0.85,0.95,1.21,0.66,20.02
2010-02-22,0.82,1.16,1.22,0.6,19.94
2010-02-23,1.04,1.33,1.54,0.78,21.37
2010-02-24,0.84,1.07,1.19,0.67,20.27
2010-02-25,1.03,0.97,1.68,0.81,20.1
2010-02-26,0.86,1.11,1.05,0.68,19.5
2010-03-01,0.95,1.2,1.84,0.58,19.26
