date,total_pc,index_pc,etp_pc,equity_pc,vix
2007-04-24,1.21,2.65,2.36,0.73,13.12
2007-04-25,0.82,1.22,1.41,0.6,13.21
2007-04-26,0.83,1.23,1.83,0.6,12.79
2007-04-27,1.01,2.21,3.77,0.58,12.45
2007-04-30,0.97,1.0,3.9,0.64,14.22
2007-05-01,1.15,2.01,2.19,0.73,13.51
2007-05-02,0.81,1.01,2.37,0.56,13.08
2007-05-03,0.89,1.05,3.16,0.66,13.09
2007-05-04,0.84,1.49,2.26,0.54,12.91
2007-05-07,0.7,1.19,3.81,0.45,13.15
2007-05-08,1.0,1.47,3.44,0.6,13.21
2007-05-09,0.74,0.67,3.33,0.53,12.88
2007-05-10,1.1,1.6,2.65,0.68,13.6
2007-05-11,0.95,1.49,1.65,0.62,12.95
2007-05-14,0.88,1.19,1.83,0.51,13.96
2007-05-15,0.92,0.97,1.94,0.63,14.01
2007-05-16,1.03,1.24,1.94,0.7,13.5
2007-05-17,0.77,1.15,1.24,0.49,13.51
2007-05-18,0.98,1.8,2.55,0.51,12.76
2007-05-21,0.95,1.98,2.04,0.55,13.3
2007-05-22,1.2,3.36,4.23,0.6,13.06
2007-05-23,0.99,1.33,2.38,0.67,13.24
2007-05-24,1.14,2.14,2.35,0.67,14.08
2007-05-25,1.03,1.49,3.36,0.55,13.34
2007-05-29,0.91,1.74,1.87,0.58,13.53
2007-05-30,0.92,1.0,2.35,0.65,12.83
2007-05-31,0.93,1.44,2.49,0.51,13.05
2007-06-01,0.89,1.57,1.93,0.5,12.78
2007-06-04,0.9,1.85,2.34,0.52,13.29
2007-06-05,0.98,1.38,1.58,0.63,13.63
2007-06-06,1.12,1.49,3.17,0.62,14.87
2007-06-07,1.24,1.4,3.28,0.72,17.06
2007-06-08,1.13,1.32,3.22,0.6,14.84
2007-06-11,1.08,1.22,2.73,0.71,14.71
2007-06-12,1.09,1.21,2.74,0.66,16.67
2007-06-13,0.97,1.21,1.96,0.58,14.73
2007-06-14,0.79,1.3,0.91,0.53,13.64
2007-06-15,1.03,1.95,2.49,0.48,13.94
2007-06-18,0.93,1.79,1.71,0.58,13.42
2007-06-19,0.88,2.05,1.2,0.62,12.85
2007-06-20,1.06,1.57,2.09,0.63,14.67
2007-06-21,0.98,1.6,1.99,0.61,14.21
2007-06-22,1.03,1.33,2.14,0.62,15.75
2007-06-25,1.14,1.52,2.04,0.76,16.65
2007-06-26,1.13,1.75,2.52,0.71,18.89
2007-06-27,0.84,1.54,0.79,0.65,15.53
2007-06-28,0.89,1.36,1.55,0.59,15.54
2007-06-29,1.03,0.93,2.74,0.65,16.23
2007-07-02,0.85,1.58,2.36,0.54,15.4
2007-07-03,0.93,1.16,3.41,0.59,14.92
2007-07-05,0.89,1.41,2.87,0.55,15.48
2007-07-06,0.87,0.81,3.05,0.53,14.72
2007-07-09,0.8,1.56,2.01,0.52,15.16
2007-07-10,1.0,1.68,1.86,0.59,17.57
2007-07-11,0.89,1.04,2.2,0.57,16.64
2007-07-12,0.77,1.05,1.92,0.48,15.54
2007-07-13,0.93,1.38,3.22,0.5,15.15
2007-07-16,0.83,1.32,1.8,0.54,15.59
2007-07-17,0.92,1.63,1.82,0.6,15.63
2007-07-18,1.1,1.64,2.1,0.73,16.0
2007-07-19,0.8,0.87,2.57,0.54,15.23
2007-07-20,1.22,1.72,2.69,0.69,16.95
2007-07-23,0.81,1.69,1.84,0.54,16.81
2007-07-24,1.47,2.97,3.2,0.79,18.55
2007-07-25,1.05,1.71,2.05,0.64,18.1
2007-07-26,1.52,2.11,3.04,0.85,20.74
2007-07-27,1.41,1.97,2.91,0.77,24.17
2007-07-30,1.16,1.22,2.43,0.71,20.87
2007-07-31,1.27,1.47,2.96,0.72,23.52
2007-08-01,1.35,1.55,2.64,0.87,23.67
2007-08-02,1.1,1.28,2.39,0.77,21.22
2007-08-03,1.44,1.42,3.95,0.8,25.16
2007-08-06,1.28,1.34,2.64,0.84,22.94
2007-08-07,1.06,1.14,2.15,0.69,21.56
2007-08-08,1.01,1.01,2.38,0.61,21.45
2007-08-09,1.13,1.41,2.7,0.65,26.48
2007-08-10,1.11,1.4,2.67,0.6,28.3
2007-08-13,1.02,0.97,1.85,0.71,26.57
2007-08-14,1.4,1.66,1.82,1.06,27.68
2007-08-15,1.49,1.75,2.06,1.05,30.67
2007-08-16,1.5,1.65,2.38,1.01,30.83
2007-08-17,1.24,1.45,2.22,0.74,29.99
2007-08-20,0.91,1.41,1.42,0.61,26.33
2007-08-21,0.9,1.23,1.4,0.62,25.25
2007-08-22,1.09,1.91,2.21,0.62,22.89
2007-08-23,1.15,1.31,2.62,0.71,22.62
2007-08-24,1.06,1.05,2.17,0.68,20.72
2007-08-27,1.0,1.96,1.51,0.68,22.72
2007-08-28,1.29,1.79,2.08,0.87,26.3
2007-08-29,0.96,1.07,1.93,0.68,23.81
2007-08-30,0.93,1.45,1.49,0.65,25.06
2007-08-31,1.06,1.71,1.9,0.65,23.38
2007-09-04,1.07,1.82,1.84,0.67,22.78
2007-09-05,1.12,1.86,2.5,0.72,24.58
2007-09-06,0.88,1.62,1.08,0.62,23.99
2007-09-07,1.18,1.8,1.76,0.77,26.23
2007-09-10,1.15,1.2,2.32,0.78,27.38
2007-09-11,1.06,1.35,1.45,0.84,25.27
2007-09-12,0.87,1.22,1.62,0.58,24.96
2007-09-13,1.03,1.61,2.1,0.61,24.76
2007-09-14,1.1,1.6,2.97,0.63,24.92
2007-09-17,1.03,1.02,2.51,0.65,26.48
2007-09-18,1.03,1.08,2.1,0.69,20.35
2007-09-19,0.96,1.33,1.62,0.58,20.03
2007-09-20,1.01,1.12,2.15,0.56,20.45
2007-09-21,0.85,1.22,1.66,0.53,19.0
2007-09-24,0.84,1.58,0.92,0.61,19.37
2007-09-25,1.13,2.03,2.14,0.75,18.6
2007-09-26,0.87,1.25,1.53,0.6,17.63
2007-09-27,0.85,1.7,1.51,0.58,17.0
2007-09-28,1.1,1.5,1.68,0.78,18.0
2007-10-01,0.88,1.45,1.45,0.57,17.84
2007-10-02,0.99,2.23,1.38,0.66,18.49
2007-10-03,0.82,1.46,1.53,0.58,18.8
2007-10-04,0.72,1.07,1.78,0.5,18.44
2007-10-05,0.78,0.87,1.38,0.56,16.91
2007-10-08,0.82,1.29,2.28,0.52,17.46
2007-10-09,0.81,1.12,1.55,0.61,16.12
2007-10-10,0.89,1.8,1.66,0.56,16.67
2007-10-11,0.9,1.33,1.98,0.6,18.88
2007-10-12,0.78,1.14,1.96,0.56,17.73
2007-10-15,0.8,1.24,1.46,0.53,19.25
2007-10-16,0.96,1.2,1.79,0.75,20.02
2007-10-17,0.95,1.4,1.41,0.67,18.54
2007-10-18,0.77,1.11,1.59,0.52,18.5
2007-10-19,1.16,1.64,2.19,0.73,22.96
2007-10-22,1.01,1.78,1.73,0.66,21.64
2007-10-23,0.96,1.39,2.41,0.64,20.41
2007-10-24,0.98,1.05,1.69,0.73,20.8
2007-10-25,1.09,1.52,2.15,0.76,21.17
2007-10-26,0.82,1.3,1.84,0.53,19.56
2007-10-29,0.92,2.45,1.66,0.57,19.87
2007-10-30,1.16,1.52,2.7,0.84,21.07
2007-10-31,0.77,1.33,1.77,0.45,18.53
2007-11-01,0.96,1.09,1.98,0.68,23.21
2007-11-02,1.14,1.15,2.69,0.7,23.01
2007-11-05,1.03,1.5,1.74,0.67,24.31
2007-11-06,0.98,1.11,1.7,0.71,21.39
2007-11-07,1.06,1.4,2.01,0.67,26.49
2007-11-08,1.22,1.22,2.38,0.83,26.16
2007-11-09,1.08,1.25,1.91,0.72,28.5
2007-11-12,0.92,1.22,1.74,0.59,31.09
2007-11-13,1.19,1.52,1.77,0.85,24.1
2007-11-14,0.91,1.11,1.58,0.62,25.94
2007-11-15,1.31,1.49,2.27,0.8,28.06
2007-11-16,1.27,1.22,2.11,0.99,25.49
2007-11-19,1.11,1.53,2.5,0.66,26.01
2007-11-20,1.12,1.4,1.97,0.79,24.88
2007-11-21,1.23,1.81,1.59,0.82,26.84
2007-11-23,0.89,1.64,1.49,0.54,25.61
2007-11-26,0.98,1.37,1.61,0.7,28.91
2007-11-27,0.82,1.54,1.83,0.55,26.28
2007-11-28,0.9,1.25,1.83,0.57,24.11
2007-11-29,0.89,1.87,1.63,0.59,23.97
2007-11-30,1.06,1.87,1.53,0.68,22.87
2007-12-03,0.83,1.41,1.28,0.62,23.61
2007-12-04,1.08,1.24,1.95,0.87,23.79
2007-12-05,0.89,1.37,1.38,0.63,22.53
2007-12-06,0.88,1.5,1.63,0.55,20.96
2007-12-07,0.99,1.71,1.66,0.6,20.85
2007-12-10,0.96,1.23,1.64,0.68,20.74
2007-12-11,1.1,1.24,1.71,0.79,23.59
2007-12-12,0.99,1.11,1.95,0.68,22.47
2007-12-13,1.06,1.42,1.72,0.74,22.56
2007-12-14,1.06,1.53,2.27,0.62,23.27
2007-12-17,1.11,1.32,2.25,0.64,24.52
2007-12-18,1.04,1.36,1.35,0.77,22.64
2007-12-19,1.14,1.61,1.8,0.71,21.68
2007-12-20,0.68,1.29,1.04,0.42,20.58
2007-12-21,0.59,1.9,0.36,0.64,18.47
2007-12-24,0.89,0.98,1.48,0.72,18.6
2007-12-26,0.9,1.49,1.19,0.66,18.66
2007-12-27,0.98,1.89,1.76,0.6,20.26
2007-12-28,0.97,1.75,2.33,0.56,20.74
2007-12-31,1.05,1.76,1.87,0.67,22.5
2008-01-02,1.16,1.75,1.68,0.78,23.17
2008-01-03,1.01,1.66,1.41,0.71,22.49
2008-01-04,1.05,1.47,1.94,0.61,23.94
2008-01-07,1.04,1.47,1.4,0.78,23.79
2008-01-08,1.47,1.46,2.95,0.97,25.43
2008-01-09,1.15,1.31,2.15,0.75,24.12
2008-01-10,0.97,1.12,1.68,0.69,23.45
2008-01-11,0.93,1.32,1.25,0.71,23.68
2008-01-14,0.95,1.02,1.56,0.7,22.9
2008-01-15,1.25,1.53,1.54,1.05,23.34
2008-01-16,1.19,1.37,1.74,0.87,24.38
2008-01-17,1.5,1.99,2.07,0.99,28.46
2008-01-18,1.34,1.34,2.2,0.99,27.18
2008-01-22,1.18,1.68,2.08,0.73,31.01
2008-01-23,1.13,1.37,1.94,0.75,29.02
2008-01-24,0.88,1.47,1.33,0.59,27.78
2008-01-25,1.06,1.43,1.92,0.67,29.08
2008-01-28,0.92,1.36,1.34,0.64,27.78
2008-01-29,0.9,1.38,1.38,0.65,27.32
2008-01-30,0.81,0.81,1.25,0.62,27.62
2008-01-31,0.96,1.21,1.48,0.7,26.2
2008-02-01,0.81,1.31,1.16,0.56,24.02
2008-02-04,0.94,1.31,1.48,0.68,25.99
2008-02-05,1.15,1.48,1.44,0.94,28.24
2008-02-06,1.06,1.65,1.34,0.8,28.97
2008-02-07,1.12,1.27,1.52,0.88,27.66
2008-02-08,1.13,1.26,1.95,0.79,28.01
2008-02-11,0.96,1.06,1.79,0.68,27.6
2008-02-12,1.13,1.16,2.06,0.78,26.33
2008-02-13,0.97,1.1,1.36,0.75,24.88
2008-02-14,1.01,0.98,1.69,0.74,25.54
2008-02-15,1.15,1.27,2.04,0.78,25.02
2008-02-19,1.01,1.81,1.5,0.67,25.59
2008-02-20,0.85,0.94,1.21,0.7,24.4
2008-02-21,0.96,1.05,1.9,0.69,25.12
2008-02-22,1.15,1.27,1.92,0.84,24.06
2008-02-25,0.93,1.62,1.24,0.65,23.03
2008-02-26,1.07,1.19,1.74,0.8,21.9
2008-02-27,1.09,1.91,1.7,0.74,22.69
2008-02-28,1.24,1.58,1.95,0.96,23.53
2008-02-29,1.28,1.78,1.89,0.84,26.54
2008-03-03,1.23,1.77,2.39,0.79,26.28
2008-03-04,1.18,1.35,1.62,0.96,25.52
2008-03-05,1.14,1.21,2.43,0.68,24.6
2008-03-06,1.27,1.29,1.61,1.12,27.55
2008-03-07,1.24,1.17,1.94,0.92,27.49
2008-03-10,1.49,1.47,2.8,1.0,29.38
2008-03-11,1.11,1.34,1.38,0.89,26.36
2008-03-12,1.11,1.67,1.33,0.84,27.22
2008-03-13,1.21,1.49,1.8,0.82,27.29
2008-03-14,1.42,1.24,2.0,1.16,31.16
2008-03-17,1.49,1.27,1.89,1.34,32.24
2008-03-18,1.0,1.07,1.42,0.78,25.79
2008-03-19,1.21,1.52,1.57,0.9,29.84
2008-03-20,1.11,1.49,1.74,0.81,26.62
2008-03-24,0.82,1.37,0.97,0.63,25.73
2008-03-25,0.96,1.32,1.28,0.77,25.72
2008-03-26,1.03,1.47,1.47,0.77,26.08
2008-03-27,1.14,1.94,1.59,0.85,25.88
2008-03-28,1.17,1.99,1.79,0.86,25.71
2008-03-31,1.02,1.64,1.12,0.85,25.61
2008-04-01,0.9,1.07,0.94,0.81,22.68
2008-04-02,1.05,1.68,1.28,0.78,23.43
2008-04-03,1.05,1.84,1.33,0.82,23.21
2008-04-04,1.19,2.72,1.2,0.82,22.45
2008-04-07,0.97,1.68,1.16,0.74,22.42
2008-04-08,1.13,1.84,1.41,0.9,22.36
2008-04-09,1.16,1.6,1.46,0.9,22.81
2008-04-10,0.98,1.05,1.62,0.79,21.98
2008-04-11,1.29,1.4,2.49,0.9,23.46
2008-04-14,1.02,1.27,1.25,0.85,23.82
2008-04-15,1.06,1.21,1.26,0.94,22.78
2008-04-16,0.92,1.11,1.24,0.72,20.53
2008-04-17,0.93,1.12,1.2,0.75,20.37
2008-04-18,0.82,1.19,1.22,0.59,20.13
2008-04-21,0.94,2.13,1.81,0.6,20.5
2008-04-22,1.07,1.79,2.56,0.66,20.87
2008-04-23,0.95,1.85,1.49,0.7,20.26
2008-04-24,0.9,1.07,1.55,0.67,20.06
2008-04-25,0.91,1.18,1.48,0.73,19.59
2008-04-28,0.96,1.81,1.59,0.66,19.64
2008-04-29,1.08,1.69,1.93,0.83,20.24
2008-04-30,0.92,1.6,1.39,0.66,20.79
2008-05-01,0.93,1.27,2.1,0.58,18.88
2008-05-02,0.9,1.32,1.5,0.62,18.18
2008-05-05,0.89,1.48,1.64,0.66,18.9
2008-05-06,0.82,1.36,1.36,0.57,18.21
2008-05-07,1.02,1.63,1.88,0.66,19.73
2008-05-08,0.89,1.49,1.81,0.6,19.4
2008-05-09,0.92,1.49,1.17,0.7,19.41
2008-05-12,0.86,1.19,1.48,0.66,17.79
2008-05-13,0.79,0.96,1.4,0.6,17.98
2008-05-14,0.8,1.0,1.12,0.62,17.66
2008-05-15,0.77,0.99,1.17,0.59,16.3
2008-05-16,0.86,1.11,1.56,0.59,16.47
2008-05-19,0.85,1.24,1.73,0.56,17.01
2008-05-20,1.08,1.51,1.99,0.7,17.58
2008-05-21,1.18,2.0,1.82,0.79,18.59
2008-05-22,0.97,1.19,2.05,0.63,18.05
2008-05-23,1.05,1.33,1.79,0.72,19.55
2008-05-27,0.94,1.07,1.89,0.66,19.64
2008-05-28,0.81,1.23,1.32,0.62,19.07
2008-05-29,0.85,0.91,1.39,0.67,18.14
2008-05-30,0.84,1.37,1.43,0.59,17.83
2008-06-02,1.07,1.29,1.83,0.76,19.83
2008-06-03,1.16,1.46,2.22,0.8,20.24
2008-06-04,1.08,1.23,2.17,0.76,20.8
2008-06-05,0.97,1.08,2.0,0.64,18.63
2008-06-06,1.14,1.51,1.7,0.76,23.56
2008-06-09,0.95,1.05,1.3,0.78,23.12
2008-06-10,0.96,0.97,1.34,0.81,23.18
2008-06-11,1.14,1.23,1.77,0.85,24.12
2008-06-12,0.97,1.04,1.53,0.77,23.33
2008-06-13,0.91,1.15,1.18,0.76,21.22
2008-06-16,0.93,0.97,1.22,0.81,20.95
2008-06-17,0.99,1.38,1.64,0.75,21.13
2008-06-18,1.12,1.49,1.4,0.86,22.24
2008-06-19,0.99,1.15,1.43,0.76,21.58
2008-06-20,1.32,1.72,2.08,0.92,22.87
2008-06-23,0.87,1.27,1.35,0.65,22.64
2008-06-24,0.99,1.26,1.55,0.7,22.42
2008-06-25,0.86,1.13,1.04,0.71,21.14
2008-06-26,1.15,1.39,1.89,0.79,23.93
2008-06-27,1.13,1.39,1.72,0.81,23.44
2008-06-30,1.09,1.15,1.69,0.77,23.95
2008-07-01,1.02,1.18,1.3,0.8,23.65
2008-07-02,1.08,1.56,1.83,0.71,25.92
2008-07-03,1.2,1.62,1.87,0.85,24.79
2008-07-07,1.21,1.15,2.01,0.9,25.78
2008-07-08,1.02,1.15,1.76,0.74,23.15
2008-07-09,1.01,1.16,1.29,0.84,25.23
2008-07-10,1.06,1.15,1.27,0.93,25.59
2008-07-11,1.15,1.23,1.58,0.91,27.49
2008-07-14,1.16,1.12,1.71,0.93,28.48
2008-07-15,1.16,1.27,1.44,0.94,28.54
2008-07-16,0.93,1.23,1.0,0.78,25.1
2008-07-17,0.86,0.95,1.05,0.74,25.01
2008-07-18,0.93,1.43,1.22,0.72,24.05
2008-07-21,0.88,1.56,1.19,0.7,23.05
2008-07-22,0.91,1.32,1.07,0.77,21.18
2008-07-23,0.9,1.08,1.48,0.65,21.31
2008-07-24,1.05,1.59,1.43,0.82,23.44
2008-07-25,0.85,1.15,0.98,0.73,22.91
2008-07-28,1.06,1.49,1.6,0.8,24.23
2008-07-29,0.86,1.42,1.09,0.68,22.03
2008-07-30,0.87,1.28,1.11,0.72,21.21
2008-07-31,0.95,1.84,1.2,0.73,22.94
2008-08-01,0.99,2.07,1.1,0.86,22.57
2008-08-04,0.97,1.64,1.21,0.72,23.49
2008-08-05,0.77,1.18,0.91,0.63,21.14
2008-08-06,0.94,1.51,1.04,0.73,20.23
2008-08-07,1.05,1.51,1.31,0.83,21.15
2008-08-08,0.93,1.39,1.48,0.59,20.66
2008-08-11,0.86,1.05,1.11,0.68,20.12
2008-08-12,1.06,1.46,1.59,0.73,21.17
2008-08-13,1.02,1.49,1.28,0.72,21.55
2008-08-14,0.87,1.22,0.86,0.7,20.34
2008-08-15,1.0,1.37,1.6,0.65,19.58
2008-08-18,1.06,1.48,1.51,0.76,20.98
2008-08-19,1.13,1.61,1.24,0.88,21.28
2008-08-20,0.96,1.7,1.21,0.7,20.42
2008-08-21,0.97,1.0,1.72,0.65,19.82
2008-08-22,0.86,1.28,1.33,0.59,18.81
2008-08-25,1.12,1.78,1.61,0.71,20.97
2008-08-26,0.97,1.33,1.19,0.8,20.49
2008-08-27,0.82,0.93,1.1,0.69,19.76
2008-08-28,0.82,0.98,0.93,0.72,19.43
2008-08-29,1.0,1.73,1.2,0.71,20.65
2008-09-02,0.96,1.42,1.42,0.69,21.99
2008-09-03,0.86,1.55,0.9,0.68,21.43
2008-09-04,1.05,1.05,1.53,0.79,24.03
2008-09-05,1.01,1.01,1.48,0.78,23.06
2008-09-08,0.9,1.0,1.09,0.77,22.64
2008-09-09,1.12,1.0,1.48,1.0,25.47
2008-09-10,1.1,1.33,1.54,0.85,24.52
2008-09-11,1.0,1.04,1.33,0.83,24.39
2008-09-12,1.01,1.0,1.29,0.9,25.66
2008-09-15,1.46,1.41,1.96,1.18,31.7
2008-09-16,1.29,1.62,1.63,0.94,30.3
2008-09-17,1.37,1.66,1.73,0.98,36.22
2008-09-18,1.18,1.67,1.44,0.81,33.1
2008-09-19,0.83,1.15,1.24,0.51,32.07
2008-09-22,0.97,1.32,1.28,0.73,33.85
2008-09-23,1.04,1.05,1.54,0.76,35.72
2008-09-24,1.06,1.18,1.65,0.71,35.19
2008-09-25,0.8,1.18,0.84,0.63,32.82
2008-09-26,1.02,1.23,1.3,0.82,34.74
2008-09-29,1.36,1.76,2.18,0.79,46.72
2008-09-30,1.3,1.89,2.01,0.73,39.39
2008-10-01,0.99,1.3,1.23,0.79,39.81
2008-10-02,1.36,1.71,2.17,0.92,45.26
2008-10-03,1.1,1.46,1.64,0.73,45.14
2008-10-06,1.52,2.09,2.06,0.96,52.05
2008-10-07,1.11,1.5,1.07,0.95,53.68
2008-10-08,1.19,1.81,1.25,0.9,57.53
2008-10-09,1.35,1.66,1.61,1.06,63.92
2008-10-10,1.23,1.45,1.37,1.02,69.95
2008-10-13,0.89,0.95,1.18,0.69,54.99
2008-10-14,0.87,0.93,0.92,0.81,55.13
2008-10-15,1.13,1.44,1.2,0.91,69.25
2008-10-16,1.15,1.2,1.41,0.94,67.61
2008-10-17,0.97,1.08,1.14,0.82,70.33
2008-10-20,0.82,1.08,1.03,0.63,52.97
2008-10-21,0.89,0.86,1.19,0.77,53.11
2008-10-22,1.21,1.72,1.33,0.9,69.65
2008-10-23,1.23,1.52,1.54,0.92,67.8
2008-10-24,1.24,1.54,1.56,0.98,79.13
2008-10-27,1.17,1.38,1.75,0.82,80.06
2008-10-28,1.01,1.65,1.32,0.68,66.96
2008-10-29,0.79,1.23,0.95,0.59,69.96
2008-10-30,0.8,1.24,0.75,0.69,62.9
2008-10-31,0.96,1.82,0.97,0.75,59.89
2008-11-03,0.96,1.35,1.29,0.75,53.68
2008-11-04,0.99,1.44,1.38,0.71,47.73
2008-11-05,0.94,0.92,1.35,0.81,54.56
2008-11-06,1.33,1.63,1.87,1.02,63.68
2008-11-07,0.94,1.32,1.09,0.76,56.1
2008-11-10,1.11,1.2,1.49,0.93,59.98
2008-11-11,1.17,1.53,1.42,0.96,61.44
2008-11-12,1.18,1.21,1.52,0.98,66.46
2008-11-13,0.99,1.1,1.04,0.93,59.83
2008-11-14,1.02,1.27,1.17,0.83,66.31
2008-11-17,0.94,1.19,0.88,0.86,69.15
2008-11-18,1.08,1.01,1.44,0.94,67.64
2008-11-19,1.39,1.69,1.48,1.16,74.26
2008-11-20,1.32,1.52,1.6,1.05,80.86
2008-11-21,1.13,1.18,1.09,1.13,72.67
2008-11-24,0.74,1.12,0.87,0.57,64.7
2008-11-25,0.78,0.82,1.0,0.7,60.9
2008-11-26,0.75,1.19,0.7,0.64,54.92
2008-11-28,0.88,1.18,1.12,0.72,55.84
2008-12-01,1.0,1.19,1.08,0.89,68.51
2008-12-02,0.94,1.15,1.33,0.75,62.98
2008-12-03,1.04,1.24,1.71,0.74,60.72
2008-12-04,0.94,1.01,1.19,0.81,63.64
2008-12-05,0.92,1.49,1.35,0.62,59.93
2008-12-08,0.86,1.14,1.02,0.73,58.49
2008-12-09,0.84,1.3,0.79,0.74,58.91
2008-12-10,0.94,1.19,1.16,0.77,55.73
2008-12-11,0.98,1.26,1.02,0.84,55.78
2008-12-12,1.04,1.19,1.13,0.92,54.28
2008-12-15,1.05,1.17,1.26,0.88,56.76
2008-12-16,0.9,1.11,1.06,0.72,52.37
2008-12-17,0.84,1.11,1.03,0.64,49.84
2008-12-18,0.9,1.02,0.96,0.81,47.34
2008-12-19,0.82,0.93,1.04,0.69,44.93
2008-12-22,0.82,1.07,0.99,0.68,44.56
2008-12-23,0.71,1.27,1.0,0.48,45.02
2008-12-24,0.81,1.54,0.93,0.65,44.21
2008-12-26,0.79,1.34,1.0,0.65,43.38
2008-12-29,0.94,1.22,1.75,0.62,43.9
2008-12-30,0.82,1.54,1.02,0.62,41.63
2008-12-31,0.8,1.42,0.85,0.61,40.0
2009-01-02,0.94,1.49,1.24,0.66,39.19
2009-01-05,0.83,1.13,1.13,0.67,39.08
2009-01-06,0.8,1.03,0.85,0.73,38.56
2009-01-07,1.13,1.3,1.38,1.0,43.39
2009-01-08,1.07,1.53,1.32,0.89,42.56
2009-01-09,1.03,1.32,1.23,0.87,42.82
2009-01-12,1.16,1.19,1.64,0.99,45.84
2009-01-13,0.9,0.73,1.1,0.92,43.27
2009-01-14,1.13,1.05,1.57,0.98,49.14
2009-01-15,1.18,1.22,1.59,1.0,51.0
2009-01-16,0.96,1.31,1.12,0.82,46.11
2009-01-20,0.96,0.87,1.3,0.9,56.65
2009-01-21,0.93,1.23,1.06,0.8,46.42
2009-01-22,0.87,1.23,1.02,0.76,47.29
2009-01-23,0.77,1.01,0.88,0.68,47.27
2009-01-26,0.78,1.22,0.9,0.66,45.69
2009-01-27,0.78,1.17,0.86,0.68,42.25
2009-01-28,0.75,0.72,1.13,0.62,39.66
2009-01-29,0.96,1.18,0.95,0.89,42.63
2009-01-30,1.02,1.06,1.42,0.87,44.84
2009-02-02,0.81,0.73,1.08,0.75,45.52
2009-02-03,0.81,1.0,0.79,0.77,43.06
2009-02-04,0.89,0.8,1.25,0.78,43.85
2009-02-05,0.75,1.13,0.62,0.73,43.73
2009-02-06,0.71,0.76,0.96,0.59,43.37
2009-02-09,0.66,1.17,0.51,0.63,43.64
2009-02-10,0.88,0.77,1.35,0.76,46.67
2009-02-11,0.92,1.03,1.16,0.81,44.53
2009-02-12,0.9,0.86,0.98,0.89,41.25
2009-02-13,0.89,1.26,0.97,0.74,42.93
2009-02-17,1.03,1.23,1.04,0.95,48.66
2009-02-18,1.18,1.44,1.61,0.89,48.46
2009-02-19,1.14,1.35,1.37,0.95,47.08
2009-02-20,1.07,0.91,1.73,0.83,49.3
2009-02-23,0.95,1.39,1.0,0.8,52.62
2009-02-24,0.78,1.21,0.91,0.64,45.49
2009-02-25,0.85,1.22,1.06,0.65,44.67
2009-02-26,0.69,1.02,0.58,0.66,44.66
2009-02-27,0.97,1.17,1.75,0.69,46.35
2009-03-02,1.07,1.22,1.37,0.86,52.65
2009-03-03,0.95,1.4,0.98,0.79,50.93
2009-03-04,0.96,1.58,0.84,0.84,47.56
2009-03-05,1.02,1.08,1.19,0.9,50.17
2009-03-06,0.88,1.0,0.88,0.83,49.33
2009-03-09,0.73,1.07,0.79,0.61,49.68
2009-03-10,0.72,0.97,0.88,0.57,44.37
2009-03-11,0.75,1.11,0.75,0.66,43.61
2009-03-12,0.7,0.88,0.77,0.61,41.18
2009-03-13,0.71,0.92,0.85,0.61,42.36
2009-03-16,0.79,1.14,0.8,0.69,43.74
2009-03-17,0.78,0.61,1.32,0.66,40.8
2009-03-18,0.64,0.87,0.7,0.54,40.06
2009-03-19,0.77,1.15,1.07,0.57,43.68
2009-03-20,0.9,1.65,0.96,0.73,45.89
2009-03-23,0.7,1.0,1.07,0.52,43.23
2009-03-24,0.76,0.94,1.02,0.62,42.93
2009-03-25,0.85,1.31,1.2,0.64,42.25
2009-03-26,0.91,1.47,1.31,0.67,40.36
2009-03-27,0.91,1.23,1.17,0.74,41.04
2009-03-30,1.12,2.23,1.39,0.77,45.54
2009-03-31,0.82,1.34,0.95,0.66,44.14
2009-04-01,0.9,1.26,1.19,0.71,42.28
2009-04-02,0.69,1.08,0.69,0.59,42.04
2009-04-03,0.82,1.31,0.98,0.67,39.7
2009-04-06,0.95,1.39,1.53,0.68,40.93
2009-04-07,0.96,1.28,1.18,0.8,40.39
2009-04-08,0.85,1.44,1.24,0.66,38.85
2009-04-09,0.8,1.73,0.96,0.56,36.53
2009-04-13,0.67,1.61,0.78,0.51,37.81
2009-04-14,0.77,1.27,1.29,0.57,37.67
2009-04-15,0.92,1.5,1.72,0.61,36.17
2009-04-16,0.75,1.11,0.96,0.6,35.79
2009-04-17,0.72,1.36,1.05,0.55,33.94
2009-04-20,0.92,1.22,1.18,0.79,39.18
2009-04-21,0.84,1.45,1.1,0.67,37.14
2009-04-22,0.78,1.41,0.93,0.64,38.1
2009-04-23,0.9,1.21,1.36,0.73,37.15
2009-04-24,0.84,1.21,1.17,0.67,36.82
2009-04-27,0.81,1.47,1.06,0.65,38.32
2009-04-28,0.89,1.27,1.48,0.73,37.95
2009-04-29,0.78,0.96,1.09,0.63,36.08
2009-04-30,0.94,1.77,1.64,0.64,36.5
2009-05-01,0.85,1.61,1.23,0.61,35.3
2009-05-04,0.75,1.44,1.14,0.54,34.53
2009-05-05,0.71,0.87,0.94,0.59,33.36
2009-05-06,0.77,1.45,1.1,0.59,32.45
2009-05-07,0.82,1.29,1.07,0.67,33.44
2009-05-08,0.87,1.7,1.37,0.62,32.05
2009-05-11,0.86,1.31,1.38,0.63,32.87
